Text,Language,clean_text,source
"The Economist reported that the number of contributors with an average of five or more edits per month was relatively constant since 2008 for Wikipedia in other languages at approximately 42,000 editors within narrow seasonal variances of about 2,000 editors up or down.",English,economist reported number contributor average five edits per month relatively constant since 2008 wikipedia language approximately 000 editor within narrow seasonal variance 000 editor,original
"The number of active editors in English Wikipedia, by sharp comparison, was cited as peaking in 2007 at approximately 50,000 and dropping to 30,000 by the start of 2014.",English,number active editor english wikipedia sharp comparison cited peaking 2007 approximately 000 dropping 000 start 2014,original
"Should this attrition have continued unabated at the quoted trend rate of approximately 20,000 editors lost within seven years, by 2021 there would be only 10,000 active editors on English Wikipedia.",English,attrition continued unabated quoted trend rate approximately 000 editor lost within seven year 2021 would 000 active editor english wikipedia,original
"[143] In contrast, the trend analysis published in The Economist presents Wikipedia in other languages (non-English Wikipedia) as successful in retaining their active editors on a renewable and sustained basis, with their numbers remaining relatively constant at approximately 42,000.",English,contrast trend analysis published economist present wikipedia language non english wikipedia successful retaining active editor renewable sustained basis number remaining relatively constant approximately 000,original
[143] No comment was made concerning which of the differentiated edit policy standards from Wikipedia in other languages (non-English Wikipedia) would provide a possible alternative to English Wikipedia for effectively ameliorating substantial editor attrition rates on the English-language Wikipedia.,English,comment made concerning differentiated edit policy standard wikipedia language non english wikipedia would provide possible alternative english wikipedia effectively ameliorating substantial editor attrition rate english language wikipedia,original
"[144] Various Wikipedians have criticized Wikipedia's large and growing regulation, which includes more than fifty policies and nearly 150,000 words as of 2014[update].",English,various wikipedians criticized wikipedia large growing regulation includes fifty policy nearly 150 000 word 2014,original
[145][146] Critics have stated that Wikipedia exhibits systemic bias.,English,critic stated wikipedia exhibit systemic bias,original
"In 2010, columnist and journalist Edwin Black described Wikipedia as being a mixture of ""truth, half-truth, and some falsehoods"".",English,2010 columnist journalist edwin black described wikipedia mixture truth half truth falsehood,original
"[147] Articles in The Chronicle of Higher Education and The Journal of Academic Librarianship have criticized Wikipedia's Undue Weight policy, concluding that the fact that Wikipedia explicitly is not designed to provide correct information about a subject, but rather focus on all the major viewpoints on the subject, give less attention to minor ones, and creates omissions that can lead to false beliefs based on incomplete information.",English,article chronicle higher education journal academic librarianship criticized wikipedia undue weight policy concluding fact wikipedia explicitly designed provide correct information subject rather focus major viewpoint subject give less attention minor one creates omission lead false belief based incomplete information,original
"[148][149][150] Journalists Oliver Kamm and Edwin Black alleged (in 2010 and 2011 respectively) that articles are dominated by the loudest and most persistent voices, usually by a group with an ""ax to grind"" on the topic.",English,journalist oliver kamm edwin black alleged 2010 2011 respectively article dominated loudest persistent voice usually group grind topic,original
"[147][151] A 2008 article in Education Next Journal concluded that as a resource about controversial topics, Wikipedia is subject to manipulation and spin.",English,2008 article education next journal concluded resource controversial topic wikipedia subject manipulation spin,original
"[152] In 2006, the Wikipedia Watch criticism website listed dozens of examples of plagiarism in the English Wikipedia.",English,2006 wikipedia watch criticism website listed dozen example plagiarism english wikipedia,original
"[153] Articles for traditional encyclopedias such as Encyclopædia Britannica are carefully and deliberately written by experts, lending such encyclopedias a reputation for accuracy.",English,article traditional encyclopedia encyclopædia britannica carefully deliberately written expert lending encyclopedia reputation accuracy,original
"[154] However, a peer review in 2005 of forty-two scientific entries on both Wikipedia and Encyclopædia Britannica by the science journal Nature found few differences in accuracy, and concluded that ""the average science entry in Wikipedia contained around four inaccuracies; Britannica, about three.",English,however peer review 2005 forty two scientific entry wikipedia encyclopædia britannica science journal nature found difference accuracy concluded average science entry wikipedia contained around four inaccuracy britannica three,original
"""[155] Joseph Reagle suggested that while the study reflects ""a topical strength of Wikipedia contributors"" in science articles, ""Wikipedia may not have fared so well using a random sampling of articles or on humanities subjects.",English,joseph reagle suggested study reflects topical strength wikipedia contributor science article wikipedia may fared well using random sampling article humanity subject,original
"""[156] Others raised similar critiques.",English,others raised similar critique,original
"[157] The findings by Nature were disputed by Encyclopædia Britannica,[158][159] and in response, Nature gave a rebuttal of the points raised by Britannica.",English,finding nature disputed encyclopædia britannica response nature gave rebuttal point raised britannica,original
"[160] In addition to the point-for-point disagreement between these two parties, others have examined the sample size and selection method used in the Nature effort, and suggested a ""flawed study design"" (in Nature's manual selection of articles, in part or in whole, for comparison), absence of statistical analysis (e.g., of reported confidence intervals), and a lack of study ""statistical power"" (i.e., owing to small sample size, 42 or 4 × 101 articles compared, vs >105 and >106 set sizes for Britannica and the English Wikipedia, respectively).",English,addition point point disagreement two party others examined sample size selection method used nature effort suggested flawed study design nature manual selection article part whole comparison absence statistical analysis reported confidence interval lack study statistical power owing small sample size 101 article compared 105 106 set size britannica english wikipedia respectively,original
"[161] As a consequence of the open structure, Wikipedia ""makes no guarantee of validity"" of its content, since no one is ultimately responsible for any claims appearing in it.",English,consequence open structure wikipedia make guarantee validity content since one ultimately responsible claim appearing,original
"[162] Concerns have been raised by PC World in 2009 regarding the lack of accountability that results from users' anonymity,[163] the insertion of false information,[164] vandalism, and similar problems.",English,concern raised world 2009 regarding lack accountability result user anonymity insertion false information vandalism similar problem,original
"Economist Tyler Cowen wrote: ""If I had to guess whether Wikipedia or the median refereed journal article on economics was more likely to be true after a not so long think I would opt for Wikipedia.""",English,economist tyler cowen wrote guess whether wikipedia median refereed journal article economics likely true long think would opt wikipedia,original
"He comments that some traditional sources of non-fiction suffer from systemic biases and novel results, in his opinion, are over-reported in journal articles and relevant information is omitted from news reports.",English,comment traditional source non fiction suffer systemic bias novel result opinion reported journal article relevant information omitted news report,original
"However, he also cautions that errors are frequently found on Internet sites and that academics and experts must be vigilant in correcting them.",English,however caution error frequently found internet site academic expert must vigilant correcting,original
[165] Critics argue that Wikipedia's open nature and a lack of proper sources for most of the information makes it unreliable.,English,critic argue wikipedia open nature lack proper source information make unreliable,original
"[166] Some commentators suggest that Wikipedia may be reliable, but that the reliability of any given article is not clear.",English,commentator suggest wikipedia may reliable reliability given article clear,original
[167] Editors of traditional reference works such as the Encyclopædia Britannica have questioned the project's utility and status as an encyclopedia.,English,editor traditional reference work encyclopædia britannica questioned project utility status encyclopedia,original
"[168] Wikipedia co-founder Jimmy Wales has claimed that Wikipedia has largely avoided the problem of ""fake news"" because the Wikipedia community regularly debates the quality of sources in articles.",English,wikipedia founder jimmy wale claimed wikipedia largely avoided problem fake news wikipedia community regularly debate quality source article,original
"[169] Wikipedia's open structure inherently makes it an easy target for Internet trolls, spammers, and various forms of paid advocacy seen as counterproductive to the maintenance of a neutral and verifiable online encyclopedia.",English,wikipedia open structure inherently make easy target internet troll spammer various form paid advocacy seen counterproductive maintenance neutral verifiable online encyclopedia,original
"[70][171]
In response to paid advocacy editing and undisclosed editing issues, Wikipedia was reported in an article in The Wall Street Journal, to have strengthened its rules and laws against undisclosed editing.",English,response paid advocacy editing undisclosed editing issue wikipedia reported article wall street journal strengthened rule law undisclosed editing,original
"[172] The article stated that: ""Beginning Monday [from the date of the article, June 16, 2014], changes in Wikipedia's terms of use will require anyone paid to edit articles to disclose that arrangement.",English,article stated beginning monday change wikipedia term use require anyone paid edit article disclose arrangement,original
"Katherine Maher, the nonprofit Wikimedia Foundation's chief communications officer, said the changes address a sentiment among volunteer editors that, 'we're not an advertising service; we're an encyclopedia.",English,katherine maher nonprofit wikimedia foundation chief communication officer said change address sentiment among volunteer editor advertising service encyclopedia,original
"'""[172][173][174][175][176] These issues, among others, had been parodied since the first decade of Wikipedia, notably by Stephen Colbert on The Colbert Report.",English,issue among others parodied since first decade wikipedia notably stephen colbert colbert report,original
"[177] A Harvard law textbook, Legal Research in a Nutshell (2011), cites Wikipedia as a ""general source"" that ""can be a real boon"" in ""coming up to speed in the law governing a situation"" and, ""while not authoritative, can provide basic facts as well as leads to more in-depth resources"".",English,harvard law textbook legal research nutshell 2011 cite wikipedia general source real boon coming speed law governing situation authoritative provide basic fact well lead depth resource,original
"[178] Most university lecturers discourage students from citing any encyclopedia in academic work, preferring primary sources;[179] some specifically prohibit Wikipedia citations.",English,university lecturer discourage student citing encyclopedia academic work preferring primary source specifically prohibit wikipedia citation,original
"[180][181] Wales stresses that encyclopedias of any type are not usually appropriate to use as citable sources, and should not be relied upon as authoritative.",English,wale stress encyclopedia type usually appropriate use citable source relied upon authoritative,original
[182] Wales once (2006 or earlier) said he receives about ten emails weekly from students saying they got failing grades on papers because they cited Wikipedia; he told the students they got what they deserved.,English,wale 2006 earlier said receives ten email weekly student saying got failing grade paper cited wikipedia told student got deserved,original
"""For God's sake, you're in college; don't cite the encyclopedia,"" he said.",English,god sake college cite encyclopedia said,original
"[183] In February 2007, an article in The Harvard Crimson newspaper reported that a few of the professors at Harvard University were including Wikipedia articles in their syllabi, although without realizing the articles might change.",English,february 2007 article harvard crimson newspaper reported professor harvard university including wikipedia article syllabus although without realizing article might change,original
"[184] In June 2007, former president of the American Library Association Michael Gorman condemned Wikipedia, along with Google,[185] stating that academics who endorse the use of Wikipedia are ""the intellectual equivalent of a dietitian who recommends a steady diet of Big Macs with everything"".",English,june 2007 former president american library association michael gorman condemned wikipedia along google stating academic endorse use wikipedia intellectual equivalent dietitian recommends steady diet big mac everything,original
"In contrast, academic writing[clarification needed] in Wikipedia has evolved in recent years and has been found to increase student interest, personal connection to the product, creativity in material processing, and international collaboration in the learning process.",English,contrast academic writing wikipedia evolved recent year found increase student interest personal connection product creativity material processing international collaboration learning process,original
"[186] On March 5, 2014, Julie Beck writing for The Atlantic magazine in an article titled ""Doctors' #1 Source for Healthcare Information: Wikipedia"", stated that ""Fifty percent of physicians look up conditions on the (Wikipedia) site, and some are editing articles themselves to improve the quality of available information.",English,march 2014 julie beck writing atlantic magazine article titled doctor source healthcare information wikipedia stated fifty percent physician look condition wikipedia site editing article improve quality available information,original
"""[187] Beck continued to detail in this article new programs of Amin Azzam at the University of San Francisco to offer medical school courses to medical students for learning to edit and improve Wikipedia articles on health-related issues, as well as internal quality control programs within Wikipedia organized by James Heilman to improve a group of 200 health-related articles of central medical importance up to Wikipedia's highest standard of articles using its Featured Article and Good Article peer-review evaluation process.",English,beck continued detail article new program amin azzam university san francisco offer medical school course medical student learning edit improve wikipedia article health related issue well internal quality control program within wikipedia organized james heilman improve group 200 health related article central medical importance wikipedia highest standard article using featured article good article peer review evaluation process,original
"[187] In a May 7, 2014, follow-up article in The Atlantic titled ""Can Wikipedia Ever Be a Definitive Medical Text?",English,may 2014 follow article atlantic titled wikipedia ever definitive medical text,original
""", Julie Beck quotes WikiProject Medicine's James Heilman as stating: ""Just because a reference is peer-reviewed doesn't mean it's a high-quality reference.",English,julie beck quote wikiproject medicine james heilman stating reference peer reviewed mean high quality reference,original
"""[188] Beck added that: ""Wikipedia has its own peer review process before articles can be classified as 'good' or 'featured'.",English,beck added wikipedia peer review process article classified good featured,original
"Heilman, who has participated in that process before, says 'less than one percent' of Wikipedia's medical articles have passed.",English,heilman participated process say less one percent wikipedia medical article passed,original
"""[188] In 2008, researchers at Carnegie Mellon University found that the quality of a Wikipedia article would suffer rather than gain from adding more writers when the article lacked appropriate explicit or implicit coordination.",English,2008 researcher carnegie mellon university found quality wikipedia article would suffer rather gain adding writer article lacked appropriate explicit implicit coordination,original
"[189] For instance, when contributors rewrite small portions of an entry rather than making full-length revisions, high- and low-quality content may be intermingled within an entry.",English,instance contributor rewrite small portion entry rather making full length revision high low quality content may intermingled within entry,original
"Roy Rosenzweig, a history professor, stated that American National Biography Online outperformed Wikipedia in terms of its ""clear and engaging prose"", which, he said, was an important aspect of good historical writing.",English,roy rosenzweig history professor stated american national biography online outperformed wikipedia term clear engaging prose said important aspect good historical writing,original
"[190] Contrasting Wikipedia's treatment of Abraham Lincoln to that of Civil War historian James McPherson in American National Biography Online, he said that both were essentially accurate and covered the major episodes in Lincoln's life, but praised ""McPherson's richer contextualization [...] his artful use of quotations to capture Lincoln's voice [...] and [...] his ability to convey a profound message in a handful of words.""",English,contrasting wikipedia treatment abraham lincoln civil historian james mcpherson american national biography online said essentially accurate covered major episode lincoln life praised mcpherson richer contextualization artful use quotation capture lincoln voice ability convey profound message handful word,original
"By contrast, he gives an example of Wikipedia's prose that he finds ""both verbose and dull"".",English,contrast give example wikipedia prose find verbose dull,original
"Rosenzweig also criticized the ""waffling—encouraged by the NPOV policy—[which] means that it is hard to discern any overall interpretive stance in Wikipedia history"".",English,rosenzweig criticized waffling encouraged npov policy mean hard discern overall interpretive stance wikipedia history,original
"While generally praising the article on William Clarke Quantrill, he quoted its conclusion as an example of such ""waffling"", which then stated: ""Some historians [...] remember him as an opportunistic, bloodthirsty outlaw, while others continue to view him as a daring soldier and local folk hero.",English,generally praising article william clarke quantrill quoted conclusion example waffling stated historian remember opportunistic bloodthirsty outlaw others continue view daring soldier local folk hero,original
"""[190] Other critics have made similar charges that, even if Wikipedia articles are factually accurate, they are often written in a poor, almost unreadable style.",English,critic made similar charge even wikipedia article factually accurate often written poor almost unreadable style,original
"Frequent Wikipedia critic Andrew Orlowski commented, ""Even when a Wikipedia entry is 100 percent factually correct, and those facts have been carefully chosen, it all too often reads as if it has been translated from one language to another then into a third, passing an illiterate translator at each stage.",English,frequent wikipedia critic andrew orlowski commented even wikipedia entry 100 percent factually correct fact carefully chosen often read translated one language another third passing illiterate translator stage,original
"""[191] A study of Wikipedia articles on cancer was conducted in 2010 by Yaacov Lawrence of the Kimmel Cancer Center at Thomas Jefferson University.",English,study wikipedia article cancer conducted 2010 yaacov lawrence kimmel cancer center thomas jefferson university,original
"The study was limited to those articles that could be found in the Physician Data Query and excluded those written at the ""start"" class or ""stub"" class level.",English,study limited article could found physician data query excluded written start class stub class level,original
"Lawrence found the articles accurate but not very readable, and thought that ""Wikipedia's lack of readability (to non-college readers) may reflect its varied origins and haphazard editing"".",English,lawrence found article accurate readable thought wikipedia lack readability non college reader may reflect varied origin haphazard editing,original
"[192] The Economist argued that better-written articles tend to be more reliable: ""inelegant or ranting prose usually reflects muddled thoughts and incomplete information"".",English,economist argued better written article tend reliable inelegant ranting prose usually reflects muddled thought incomplete information,original
"[193] Wikipedia seeks to create a summary of all human knowledge in the form of an online encyclopedia, with each topic covered encyclopedically in one article.",English,wikipedia seek create summary human knowledge form online encyclopedia topic covered encyclopedically one article,original
"Since it has terabytes of disk space, it can have far more topics than can be covered by any printed encyclopedia.",English,since terabyte disk space far topic covered printed encyclopedia,original
"[194] The exact degree and manner of coverage on Wikipedia is under constant review by its editors, and disagreements are not uncommon (see deletionism and inclusionism).",English,exact degree manner coverage wikipedia constant review editor disagreement uncommon see deletionism inclusionism,original
"[195][196] Wikipedia contains materials that some people may find objectionable, offensive, or pornographic.",English,wikipedia contains material people may find objectionable offensive pornographic,original
"The 'Wikipedia is not censored' policy has sometimes proved controversial: in 2008, Wikipedia rejected an online petition against the inclusion of images of Muhammad in the English edition of its Muhammad article, citing this policy.",English,wikipedia censored policy sometimes proved controversial 2008 wikipedia rejected online petition inclusion image muhammad english edition muhammad article citing policy,original
"The presence of politically, religiously, and pornographically sensitive materials in Wikipedia has led to the censorship of Wikipedia by national authorities in China[197] and Pakistan,[198] amongst other countries.",English,presence politically religiously pornographically sensitive material wikipedia led censorship wikipedia national authority china pakistan amongst country,original
A 2008 study conducted by researchers at Carnegie Mellon University and Palo Alto Research Center gave a distribution of topics as well as growth (from July 2006 to January 2008) in each field:[199] These numbers refer only to the number of articles: it is possible for one topic to contain a large number of short articles and another to contain a small number of large ones.,English,2008 study conducted researcher carnegie mellon university palo alto research center gave distribution topic well growth july 2006 january 2008 field number refer number article possible one topic contain large number short article another contain small number large one,original
"Through its ""Wikipedia Loves Libraries"" program, Wikipedia has partnered with major public libraries such as the New York Public Library for the Performing Arts to expand its coverage of underrepresented subjects and articles.",English,wikipedia love library program wikipedia partnered major public library new york public library performing art expand coverage underrepresented subject article,original
[200] A 2011 study conducted by researchers at the University of Minnesota indicated that male and female editors focus on different coverage topics.,English,2011 study conducted researcher university minnesota indicated male female editor focus different coverage topic,original
"There was a greater concentration of females in the People and Arts category, while males focus more on Geography and Science.",English,greater concentration female people art category male focus geography science,original
[201] Research conducted by Mark Graham of the Oxford Internet Institute in 2009 indicated that the geographic distribution of article topics is highly uneven.,English,research conducted mark graham oxford internet institute 2009 indicated geographic distribution article topic highly uneven,original
Africa is the most underrepresented.,English,africa underrepresented,original
"[202] Across 30 language editions of Wikipedia, historical articles and sections are generally Eurocentric and focused on recent events.",English,across language edition wikipedia historical article section generally eurocentric focused recent event,original
[203] An editorial in The Guardian in 2014 claimed that more effort went into providing references for a list of female porn actors than a list of women writers.,English,editorial guardian 2014 claimed effort went providing reference list female porn actor list woman writer,original
[204] Data has also shown that Africa-related material often faces omission; a knowledge gap that a July 2018 Wikimedia conference in Cape Town sought to address.,English,data shown africa related material often face omission knowledge gap july 2018 wikimedia conference cape town sought address,original
"[126] When multiple editors contribute to one topic or set of topics, systemic bias may arise, due to the demographic backgrounds of the editors.",English,multiple editor contribute one topic set topic systemic bias may arise due demographic background editor,original
"In 2011, Wales claimed that the unevenness of coverage is a reflection of the demography of the editors, citing for example ""biographies of famous women through history and issues surrounding early childcare"".",English,2011 wale claimed unevenness coverage reflection demography editor citing example biography famous woman history issue surrounding early childcare,original
"[42] The October 22, 2013, essay by Tom Simonite in MIT's Technology Review titled ""The Decline of Wikipedia"" discussed the effect of systemic bias and policy creep on the downward trend in the number of editors.",English,october 2013 essay tom simonite technology review titled decline wikipedia discussed effect systemic bias policy creep downward trend number editor,original
"[43] Systemic bias on Wikipedia may follow that of culture generally,[vague] for example favoring certain nationalities, ethnicities or majority religions.",English,systemic bias wikipedia may follow culture generally example favoring certain nationality ethnicity majority religion,original
"[205] It may more specifically follow the biases of Internet culture, inclining to be young, male, English-speaking, educated, technologically aware, and wealthy enough to spare time for editing.",English,may specifically follow bias internet culture inclining young male english speaking educated technologically aware wealthy enough spare time editing,original
"Biases, intrinsically, may include an overemphasis on topics such as pop culture, technology, and current events.",English,bias intrinsically may include overemphasis topic pop culture technology current event,original
"[205] Taha Yasseri of the University of Oxford, in 2013, studied the statistical trends of systemic bias at Wikipedia introduced by editing conflicts and their resolution.",English,taha yasseri university oxford 2013 studied statistical trend systemic bias wikipedia introduced editing conflict resolution,original
[206][207] His research examined the counterproductive work behavior of edit warring.,English,research examined counterproductive work behavior edit warring,original
"Yasseri contended that simple reverts or ""undo"" operations were not the most significant measure of counterproductive behavior at Wikipedia and relied instead on the statistical measurement of detecting ""reverting/reverted pairs"" or ""mutually reverting edit pairs"".",English,yasseri contended simple reverts undo operation significant measure counterproductive behavior wikipedia relied instead statistical measurement detecting reverting reverted pair mutually reverting edit pair,original
"Such a ""mutually reverting edit pair"" is defined where one editor reverts the edit of another editor who then, in sequence, returns to revert the first editor in the ""mutually reverting edit pairs"".",English,mutually reverting edit pair defined one editor reverts edit another editor sequence return revert first editor mutually reverting edit pair,original
The results were tabulated for several language versions of Wikipedia.,English,result tabulated several language version wikipedia,original
"The English Wikipedia's three largest conflict rates belonged to the articles George W. Bush, Anarchism, and Muhammad.",English,english wikipedia three largest conflict rate belonged article george bush anarchism muhammad,original
"[207] By comparison, for the German Wikipedia, the three largest conflict rates at the time of the Oxford study were for the articles covering Croatia, Scientology, and 9/11 conspiracy theories.",English,comparison german wikipedia three largest conflict rate time oxford study article covering croatia scientology conspiracy theory,original
[207] Researchers from Washington University developed a statistical model to measure systematic bias in the behavior of Wikipedia's users regarding controversial topics.,English,researcher washington university developed statistical model measure systematic bias behavior wikipedia user regarding controversial topic,original
"The authors focused on behavioral changes of the encyclopedia's administrators after assuming the post, writing that systematic bias occurred after the fact.",English,author focused behavioral change encyclopedia administrator assuming post writing systematic bias occurred fact,original
[208][209] Wikipedia has been criticized for allowing information about graphic content.,English,wikipedia criticized allowing information graphic content,original
"Articles depicting what some critics have called objectionable content (such as feces, cadaver, human penis, vulva, and nudity) contain graphic pictures and detailed information easily available to anyone with access to the internet, including children.",English,article depicting critic called objectionable content feces cadaver human penis vulva nudity contain graphic picture detailed information easily available anyone access internet including child,original
"The site also includes sexual content such as images and videos of masturbation and ejaculation, illustrations of zoophilia, and photos from hardcore pornographic films in its articles.",English,site includes sexual content image video masturbation ejaculation illustration zoophilia photo hardcore pornographic film article,original
It also has non-sexual photographs of nude children.,English,non sexual photograph nude child,original
"The Wikipedia article about Virgin Killer—a 1976 album from the German rock band Scorpions—features a picture of the album's original cover, which depicts a naked prepubescent girl.",English,wikipedia article virgin killer 1976 album german rock band scorpion feature picture album original cover depicts naked prepubescent girl,original
The original release cover caused controversy and was replaced in some countries.,English,original release cover caused controversy replaced country,original
"In December 2008, access to the Wikipedia article Virgin Killer was blocked for four days by most Internet service providers in the United Kingdom after the Internet Watch Foundation (IWF) decided the album cover was a potentially illegal indecent image and added the article's URL to a ""blacklist"" it supplies to British internet service providers.",English,december 2008 access wikipedia article virgin killer blocked four day internet service provider united kingdom internet watch foundation iwf decided album cover potentially illegal indecent image added article url blacklist supply british internet service provider,original
"[210] In April 2010, Sanger wrote a letter to the Federal Bureau of Investigation, outlining his concerns that two categories of images on Wikimedia Commons contained child pornography, and were in violation of US federal obscenity law.",English,april 2010 sanger wrote letter federal bureau investigation outlining concern two category image wikimedia common contained child pornography violation federal obscenity law,original
"[211][212] Sanger later clarified that the images, which were related to pedophilia and one about lolicon, were not of real children, but said that they constituted ""obscene visual representations of the sexual abuse of children"", under the PROTECT Act of 2003.",English,sanger later clarified image related pedophilia one lolicon real child said constituted obscene visual representation sexual abuse child protect act 2003,original
[213] That law bans photographic child pornography and cartoon images and drawings of children that are obscene under American law.,English,law ban photographic child pornography cartoon image drawing child obscene american law,original
[213] Sanger also expressed concerns about access to the images on Wikipedia in schools.,English,sanger expressed concern access image wikipedia school,original
"[214] Wikimedia Foundation spokesman Jay Walsh strongly rejected Sanger's accusation,[215] saying that Wikipedia did not have ""material we would deem to be illegal.",English,wikimedia foundation spokesman jay walsh strongly rejected sanger accusation saying wikipedia material would deem illegal,original
"If we did, we would remove it.",English,would remove,original
"""[215] Following the complaint by Sanger, Wales deleted sexual images without consulting the community.",English,following complaint sanger wale deleted sexual image without consulting community,original
"After some editors who volunteer to maintain the site argued that the decision to delete had been made hastily, Wales voluntarily gave up some of the powers he had held up to that time as part of his co-founder status.",English,editor volunteer maintain site argued decision delete made hastily wale voluntarily gave power held time part founder status,original
"He wrote in a message to the Wikimedia Foundation mailing-list that this action was ""in the interest of encouraging this discussion to be about real philosophical/content issues, rather than be about me and how quickly I acted"".",English,wrote message wikimedia foundation mailing list action interest encouraging discussion real philosophical content issue rather quickly acted,original
"[216] Critics, including Wikipediocracy, noticed that many of the pornographic images deleted from Wikipedia since 2010 have reappeared.",English,critic including wikipediocracy noticed many pornographic image deleted wikipedia since 2010 reappeared,original
"[217] One privacy concern in the case of Wikipedia is the right of a private citizen to remain a ""private citizen"" rather than a ""public figure"" in the eyes of the law.",English,one privacy concern case wikipedia right private citizen remain private citizen rather public figure eye law,original
"[218][note 6] It is a battle between the right to be anonymous in cyberspace and the right to be anonymous in real life (""meatspace"").",English,battle right anonymous cyberspace right anonymous real life meatspace,original
A particular problem occurs in the case of a relatively unimportant individual and for whom there exists a Wikipedia page against her or his wishes.,English,particular problem occurs case relatively unimportant individual exists wikipedia page wish,original
"In January 2006, a German court ordered the German Wikipedia shut down within Germany because it stated the full name of Boris Floricic, aka ""Tron"", a deceased hacker.",English,january 2006 german court ordered german wikipedia shut within germany stated full name boris floricic aka tron deceased hacker,original
"On February 9, 2006, the injunction against Wikimedia Deutschland was overturned, with the court rejecting the notion that Tron's right to privacy or that of his parents was being violated.",English,february 2006 injunction wikimedia deutschland overturned court rejecting notion tron right privacy parent violated,original
"[219] Wikipedia has a ""Volunteer Response Team"" that uses the OTRS system to handle queries without having to reveal the identities of the involved parties.",English,wikipedia volunteer response team us otrs system handle query without reveal identity involved party,original
"This is used, for example, in confirming the permission for using individual images and other media in the project.",English,used example confirming permission using individual image medium project,original
[220] Wikipedia has been described as harboring a battleground culture of sexism and harassment.,English,wikipedia described harboring battleground culture sexism harassment,original
[221][222] The perceived toxic attitudes and tolerance of violent and abusive language are also reasons put forth for the gender gap in Wikipedia editors.,English,perceived toxic attitude tolerance violent abusive language reason put forth gender gap wikipedia editor,original
"[223] In 2014, a female editor who requested a separate space on Wikipedia to discuss improving civility had her proposal referred to by a male editor using the words ""the easiest way to avoid being called a cunt is not to act like one"".",English,2014 female editor requested separate space wikipedia discus improving civility proposal referred male editor using word easiest way avoid called cunt act like one,original
"[221] Wikipedia is hosted and funded by the Wikimedia Foundation, a non-profit organization which also operates Wikipedia-related projects such as Wiktionary and Wikibooks.",English,wikipedia hosted funded wikimedia foundation non profit organization operates wikipedia related project wiktionary wikibooks,original
The foundation relies on public contributions and grants to fund its mission.,English,foundation relies public contribution grant fund mission,original
"[224] The foundation's 2013 IRS Form 990 shows revenue of $39.7 million and expenses of almost $29 million, with assets of $37.2 million and liabilities of about $2.3 million.",English,foundation 2013 irs form 990 show revenue million expense almost million asset million liability million,original
"[225] In May 2014, Wikimedia Foundation named Lila Tretikov as its second executive director, taking over for Sue Gardner.",English,may 2014 wikimedia foundation named lila tretikov second executive director taking sue gardner,original
"[226] The Wall Street Journal reported on May 1, 2014, that Tretikov's information technology background from her years at University of California offers Wikipedia an opportunity to develop in more concentrated directions guided by her often repeated position statement that, ""Information, like air, wants to be free.",English,wall street journal reported may 2014 tretikov information technology background year university california offer wikipedia opportunity develop concentrated direction guided often repeated position statement information like air want free,original
"""[227][228] The same Wall Street Journal article reported these directions of development according to an interview with spokesman Jay Walsh of Wikimedia, who ""said Tretikov would address that issue (paid advocacy) as a priority.",English,wall street journal article reported direction development according interview spokesman jay walsh wikimedia said tretikov would address issue paid advocacy priority,original
'We are really pushing toward more transparency ... We are reinforcing that paid advocacy is not welcome.',English,really pushing toward transparency reinforcing paid advocacy welcome,original
"Initiatives to involve greater diversity of contributors, better mobile support of Wikipedia, new geo-location tools to find local content more easily, and more tools for users in the second and third world are also priorities,"" Walsh said.",English,initiative involve greater diversity contributor better mobile support wikipedia new geo location tool find local content easily tool user second third world priority walsh said,original
"[227] Following the departure of Tretikov from Wikipedia due to issues concerning the use of the ""superprotection"" feature which some language versions of Wikipedia have adopted, Katherine Maher became the third executive director of the Wikimedia Foundation in June 2016.",English,following departure tretikov wikipedia due issue concerning use superprotection feature language version wikipedia adopted katherine maher became third executive director wikimedia foundation june 2016,original
[229] Maher has stated that one of her priorities would be the issue of editor harassment endemic to Wikipedia as identified by the Wikipedia board in December.,English,maher stated one priority would issue editor harassment endemic wikipedia identified wikipedia board december,original
"Maher stated regarding the harassment issue that: ""It establishes a sense within the community that this is a priority ... (and that correction requires that) it has to be more than words.",English,maher stated regarding harassment issue establishes sense within community priority correction requires word,original
"""[230] Wikipedia is also supported by many organizations and groups that are affiliated with the Wikimedia Foundation but independently-run, called Wikimedia movement affiliates.",English,wikipedia supported many organization group affiliated wikimedia foundation independently run called wikimedia movement affiliate,original
"These include Wikimedia chapters (which are national or sub-national organizations, such as Wikimedia Deutschland and Wikimédia France), thematic organizations (such as Amical Wikimedia for the Catalan language community), and user groups.",English,include wikimedia chapter national sub national organization wikimedia deutschland wikimédia france thematic organization amical wikimedia catalan language community user group,original
"These affiliates participate in the promotion, development, and funding of Wikipedia.",English,affiliate participate promotion development funding wikipedia,original
"The operation of Wikipedia depends on MediaWiki, a custom-made, free and open source wiki software platform written in PHP and built upon the MySQL database system.",English,operation wikipedia depends mediawiki custom made free open source wiki software platform written php built upon mysql database system,original
"[231] The software incorporates programming features such as a macro language, variables, a transclusion system for templates, and URL redirection.",English,software incorporates programming feature macro language variable transclusion system template url redirection,original
"MediaWiki is licensed under the GNU General Public License (GPL) and it is used by all Wikimedia projects, as well as many other wiki projects.",English,mediawiki licensed gnu general public license gpl used wikimedia project well many wiki project,original
